sample_id,catalog_content,image_link,price
158784,"Item Name: Log Cabin Sugar Free Syrup, 24 FL OZ (Pack of 12)
Bullet Point 1: Contains twelve (12) 24-ounce bottles of Log Cabin Sugar Free Syrup for Pancakes and Waffles
Bullet Point 2: Indulge in thick, delicious syrup for pancakes, waffles, French toast and more
Bullet Point 3: 90% fewer calories than our original syrup and no sugar or high fructose corn syrup
Bullet Point 4: Amazing syrup that you can feel good about serving to your family and guests
Bullet Point 5: Stock up on this breakfast staple for decadent pancakes and waffles anytime
Value: 288.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/71QD2OFXqDL.jpg,12.195
4095,"Item Name: Raspberry Ginseng Oolong Tea (50 tea bags, ZIN: 543034) - 2 Pack
Bullet Point 1: Our Raspberry Ginseng Oolong Tea is a luxurious flavored Oolong tea with Raspberries (Red), Raspberry Leaf (Red) and Ginseng Root that you can enjoy hot or cold! The Raspberry Ginseng flavor and aroma is wonderful! - Ingredients: Oolong tea, Raspberries (Red), Raspberry Leaf (Red), Ginseng Root and Natural Raspberry Ginseng Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 50 tea bags
Bullet Point 5: Oolong Tea Bags - Packed in a convenient upright pouch!
Product Description: Our Raspberry Ginseng Oolong Tea is a luxurious flavored Oolong tea with Raspberries (Red), Raspberry Leaf (Red) and Ginseng Root that you can enjoy hot or cold! The Raspberry Ginseng flavor and aroma is wonderful! - Ingredients: Oolong tea, Raspberries (Red), Raspberry Leaf (Red), Ginseng Root and Natural Raspberry Ginseng Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teabag for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teabags into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the teabags. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher. Add ice and top-up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to
Value: 100.0
Unit: Count
",https://m.media-amazon.com/images/I/813OiT8mdJL.jpg,38.54
172021,"Item Name: Walden Farms Honey Dijon Dressing - Calorie-Free, Gluten-Free, Low Carb, Keto-Friendly, Sugar-Free, Sweet Honey & Dijon Mustard Flavor, (12 oz Bottle x 2)
Bullet Point: Walden Farms Salad Dressings
Product Description: Nothing beats the flavor of honey and Dijon mustard, especially when it contains no calories, fat or sugar! Made from simple ingredients like organic apple cider vinegar, Organic Dijon mustard and sea salt, this Walden Farms Honey Dijon dressing is free from artificial flavors, too. Enjoy on bitter greens like kale, grill with Salmon and dip chicken tenders. Calorie Free Fat Free Sugar Free 0g Net Carbs per serving Dairy Free Cholesterol Free Gluten Free Vegetarian Kosher Keto Friendly
Value: 24.0
Unit: Fl Oz
",https://m.media-amazon.com/images/I/71HGx42QmUL.jpg,17.86
268276,"Item Name: Vlasic Ovals Hamburger Dill Pickle Chips, Keto Friendly, 16 FL OZ
Bullet Point 1: One 16 fl oz jar of Vlasic Ovals Hamburger Dill Pickle Chips
Bullet Point 2: Perfectly crunchy hamburger dill pickles made with a one-of-a-kind pickling recipe
Bullet Point 3: Oval pickles deliver classic dill flavor
Bullet Point 4: Hamburger dill chips contain 0 calories per serving
Bullet Point 5: Packaged in a resealable jar to lock in flavor and keep pickles crunchy
Value: 16.0
Unit: Count
",https://m.media-amazon.com/images/I/71AbnhXOTAL.jpg,2.9400000000000004
154791,"Item Name: Amoretti Premium Syrup, Grand Orange, 25.4 Ounce (Pack of 12)
Bullet Point 1: Made with natural flavor
Bullet Point 2: Only 35 calories per serving and 62 servings per bottle
Bullet Point 3: Free pump included
Bullet Point 4: Delicious syrup for latte, tea, coffee, smoothies, Italian soda and desserts
Bullet Point 5: Proudly made in Southern California
Value: 304.8
Unit: Fl Oz
",https://m.media-amazon.com/images/I/61c+aTE6TYL.jpg,25.99
242347,"Item Name: Matt's Bakery Peanut Butter Soft-Baked Cookies, All Natural, Kosher, Non-GMO, 10.5 Ounce (Pack of 6)
Bullet Point: Matt's Bakery Peanut Butter Soft-Baked Cookies, All Natural, Kosher, Non-GMO, 10.5 Ounce (Pack of 6)
Value: 63.0
Unit: Ounce
",https://m.media-amazon.com/images/I/811yLVrk-mL.jpg,41.51
148621,"Item Name: Pineapple Tea-Berry Rooibos Tea (50 tea bags, ZIN: 537077) - 2 Pack
Bullet Point 1: Our Pineapple Tea-Berry Rooibos Tea is a delightful flavored Rooibos tea with Pineapple, Blackberry and Rose Petals that you will really enjoy! The unique Pineapple Tea-Berry aroma and taste is a delight! - Ingredients: Rooibos tea, Pineapple, Blackberry, Rose Petals and Natural Pineapple Tea-berry Flavor.
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 50 tea bags
Bullet Point 5: Rooibos Tea Bags - Packed in a convenient upright pouch!
Product Description: Our Pineapple Tea-Berry Rooibos Tea is a delightful flavored Rooibos tea with Pineapple, Blackberry and Rose Petals that you will really enjoy! The unique Pineapple Tea-Berry aroma and taste is a delight! - Ingredients: Rooibos tea, Pineapple, Blackberry, Rose Petals and Natural Pineapple Tea-berry Flavor. - Hot tea brewing method: Bring freshly drawn cold water to a rolling boil. Place 1 teabag for each desired cup into the teapot. Pour the boiling water into the pot, cover and let steep for 2-4 minutes. Pour into your cup; add milk and natural sweeteners to taste. - Iced tea brewing method: (to make 1 liter/quart): Place 5 teabags into a teapot or heat resistant pitcher. Pour 1 1/4 cups of freshly boiled water over the teabags. Steep for 5 minutes. Quarter fill a serving pitcher with cold water. Pour the tea into the serving pitcher. Add ice and top-up with cold water. Garnish and sweeten to taste. - TerraVita is an exclusive line of premium-quality, natural source products that use only the finest, purest and most potent ingredients found around the world. TerraVita is hallmarked by the highest possible standards of purity, potency, stability and freshness. All of our products are prepared with the highest elements of quality control, from raw materials through the entire manufacturing process, up to and including the moment that the bottles or bags are sealed for freshness and shipped out to you. Our highest possible standards are certified by independent laboratories and backed by our personal guarantee. - TerraVita exists to meet and ensure your family's health and wellness without the harmful effects of chemicals and health products. We strive to make all of our products affordable and reliable and are constantly searching the market to maintain our affordability
Value: 100.0
Unit: Count
",https://m.media-amazon.com/images/I/81HYDzPZUhL.jpg,59.2
173571,"Item Name: Brooklyn Beans Coffee Pods, Medium Roast Gourmet Variety Pack - Compatible with Keurig K Cup Brewers Including 2.0 Machines, 40 Count
Bullet Point 1: Enjoy a range of rich and smooth medium roast coffees, perfect for a balanced and aromatic coffee experience any time of day.
Bullet Point 2: These 40 count pods are compatible with Keurig K Cup Brewers, including 2.0 machines, ensuring seamless and convenient brewing for a delightful coffee experience.
Bullet Point 3: Each pod is crafted with high quality, freshly roasted coffee beans, providing a consistent and satisfying flavor with every brew, ideal for medium roast lovers.
Bullet Point 4: Perfect for any time of day, this variety pack offers a unique and enjoyable coffee experience, with a selection of medium roast flavors to suit any preference.
Bullet Point 5: Brooklyn Beans ensures each pod is filled with freshly roasted, high quality coffee, delivering a consistently delicious and aromatic coffee experience.
Bullet Point 6: Contains assortment of Medium Roast coffees
Bullet Point 7: Extra fresh, 100% Arabica coffee with our lightning fast ""Roast2Cup"" packaging process
Bullet Point 8: This is not instant coffee. Revolutionary tension based filter system
Bullet Point 9: Compatible with Keurig Original K-Cup Brewers, not compatible with Keurig 2.0 Brewers
Bullet Point 10: Brooklyn Bridge Blend, Corner Donut Shop, Boardwalk Blend & Colombian
Value: 40.0
Unit: Count
",https://m.media-amazon.com/images/I/61wGFnbjDCL.jpg,24.92
196574,"Item Name: Goldenseal and Witch Hazel Combination Tea (Loose) (4 oz, ZIN: 512111) - 3 Pack
Bullet Point 1: Goldenseal and Witch Hazel Combination Tea (Loose) (4 oz, ZIN: 512111)
Bullet Point 2: No fillers.
Bullet Point 3: Manufacturer: TerraVita
Bullet Point 4: Size: 4 oz
Bullet Point 5: Loose Leaf Herbal Tea - Packed in a convenient upright pouch!
Product Description: Goldenseal and Witch Hazel Combination Tea (Loose) (4 oz, ZIN: 512111)<BR><BR>Packaged in the United States in a GMP certified facility (Good Manufacturing Practice).<BR><BR>No fillers.<BR><BR>Manufacturer: TerraVita<BR><BR>Size: 4 oz<BR><BR>Loose Leaf Herbal Tea - Packed in a convenient upright pouch!<BR><BR>Ingredients: Goldenseal, Witch Hazel
Value: 12.0
Unit: Ounce
",https://m.media-amazon.com/images/I/81KSVL4+fVL.jpg,82.01
277682,"Item Name: GIANT SLIM JIM MILD, Pack of 24
Product Description: Slim Jim Giant - Mild - 24 Unit Box
Value: 23.28
Unit: Ounce
",https://m.media-amazon.com/images/I/71jT0xAybpL.jpg,19.285
